district,spring_id,date,rainfall_mm,discharge_lpm,forest_cover_index
Bageshwar,Bageshwar_S5,2019-02-01,29.1,13.56,0.5
Bageshwar,Bageshwar_S5,2019-03-01,41.0,12.87,0.5
Bageshwar,Bageshwar_S5,2019-04-01,56.3,13.62,0.5
Bageshwar,Bageshwar_S5,2019-05-01,103.0,15.08,0.5
Bageshwar,Bageshwar_S5,2019-06-01,224.5,15.26,0.5
Bageshwar,Bageshwar_S5,2019-07-01,265.2,20.15,0.5
Bageshwar,Bageshwar_S5,2019-08-01,321.6,19.78,0.5
Bageshwar,Bageshwar_S5,2019-09-01,216.3,21.23,0.5
Bageshwar,Bageshwar_S5,2019-10-01,101.0,19.46,0.5
Bageshwar,Bageshwar_S5,2019-11-01,48.3,14.66,0.5
Bageshwar,Bageshwar_S5,2019-12-01,48.8,14.28,0.5
Bageshwar,Bageshwar_S5,2020-01-01,20.2,13.94,0.5
Bageshwar,Bageshwar_S5,2020-02-01,24.2,12.25,0.5
Bageshwar,Bageshwar_S5,2020-03-01,38.1,12.85,0.5
Bageshwar,Bageshwar_S5,2020-04-01,47.9,12.91,0.5
Bageshwar,Bageshwar_S5,2020-05-01,71.5,13.76,0.5
Bageshwar,Bageshwar_S5,2020-06-01,178.6,15.53,0.5
Bageshwar,Bageshwar_S5,2020-07-01,244.8,16.98,0.5
Bageshwar,Bageshwar_S5,2020-08-01,277.5,19.71,0.5
Bageshwar,Bageshwar_S5,2020-09-01,180.8,20.13,0.5
Bageshwar,Bageshwar_S5,2020-10-01,72.6,17.25,0.5
Bageshwar,Bageshwar_S5,2020-11-01,37.1,13.92,0.5
Bageshwar,Bageshwar_S5,2020-12-01,33.4,12.41,0.5
Bageshwar,Bageshwar_S5,2021-01-01,30.0,13.05,0.5
Bageshwar,Bageshwar_S5,2021-02-01,23.1,12.52,0.5
Bageshwar,Bageshwar_S5,2021-03-01,40.9,11.9,0.5
Bageshwar,Bageshwar_S5,2021-04-01,54.9,13.6,0.5
Bageshwar,Bageshwar_S5,2021-05-01,82.3,13.38,0.5
Bageshwar,Bageshwar_S5,2021-06-01,238.2,13.9,0.5
Bageshwar,Bageshwar_S5,2021-07-01,336.6,19.71,0.5
Bageshwar,Bageshwar_S5,2021-08-01,258.2,19.28,0.5
Bageshwar,Bageshwar_S5,2021-09-01,180.2,20.15,0.5
Bageshwar,Bageshwar_S5,2021-10-01,79.5,15.96,0.5
Bageshwar,Bageshwar_S5,2021-11-01,37.5,13.95,0.5
Bageshwar,Bageshwar_S5,2021-12-01,40.3,12.22,0.5
Bageshwar,Bageshwar_S5,2022-01-01,26.9,12.05,0.5
Bageshwar,Bageshwar_S5,2022-02-01,24.6,13.03,0.5
Bageshwar,Bageshwar_S5,2022-03-01,38.2,13.25,0.5
Bageshwar,Bageshwar_S5,2022-04-01,50.9,12.34,0.5
Bageshwar,Bageshwar_S5,2022-05-01,73.9,13.01,0.5
Bageshwar,Bageshwar_S5,2022-06-01,216.6,13.44,0.5
Bageshwar,Bageshwar_S5,2022-07-01,300.3,18.81,0.5
Bageshwar,Bageshwar_S5,2022-08-01,284.9,17.51,0.5
Bageshwar,Bageshwar_S5,2022-09-01,159.9,19.47,0.5
Bageshwar,Bageshwar_S5,2022-10-01,75.6,15.06,0.5
Bageshwar,Bageshwar_S5,2022-11-01,44.6,11.71,0.5
Bageshwar,Bageshwar_S5,2022-12-01,39.1,12.17,0.5
Bageshwar,Bageshwar_S5,2023-01-01,23.8,13.34,0.5
Bageshwar,Bageshwar_S5,2023-02-01,26.3,11.38,0.5
Bageshwar,Bageshwar_S5,2023-03-01,39.6,12.27,0.5
Bageshwar,Bageshwar_S5,2023-04-01,52.5,12.86,0.5
Bageshwar,Bageshwar_S5,2023-05-01,72.5,12.44,0.5
Bageshwar,Bageshwar_S5,2023-06-01,179.4,13.03,0.5
Bageshwar,Bageshwar_S5,2023-07-01,306.0,14.44,0.5
Bageshwar,Bageshwar_S5,2023-08-01,257.6,18.45,0.5
Bageshwar,Bageshwar_S5,2023-09-01,151.0,18.6,0.5
Bageshwar,Bageshwar_S5,2023-10-01,80.6,14.96,0.5
Bageshwar,Bageshwar_S5,2023-11-01,34.6,13.24,0.5
Bageshwar,Bageshwar_S5,2023-12-01,40.2,11.83,0.5
Bageshwar,Bageshwar_S5,2024-01-01,27.2,13.18,0.5
Bageshwar,Bageshwar_S5,2024-02-01,30.7,11.25,0.5
Bageshwar,Bageshwar_S5,2024-03-01,46.7,12.49,0.5
Bageshwar,Bageshwar_S5,2024-04-01,70.9,12.03,0.5
Bageshwar,Bageshwar_S5,2024-05-01,82.7,13.62,0.5
Bageshwar,Bageshwar_S5,2024-06-01,261.5,12.04,0.5
Bageshwar,Bageshwar_S5,2024-07-01,323.0,17.6,0.5
Bageshwar,Bageshwar_S5,2024-08-01,264.1,18.62,0.5
Bageshwar,Bageshwar_S5,2024-09-01,188.8,17.54,0.5
Bageshwar,Bageshwar_S5,2024-10-01,88.0,16.38,0.5
Bageshwar,Bageshwar_S5,2024-11-01,40.3,13.04,0.5
Bageshwar,Bageshwar_S5,2024-12-01,45.1,12.25,0.5
Bageshwar,Bageshwar_S5,2025-01-01,28.0,11.25,0.5
Bageshwar,Bageshwar_S5,2025-02-01,26.3,10.71,0.5
Bageshwar,Bageshwar_S5,2025-03-01,40.7,11.11,0.5
Bageshwar,Bageshwar_S5,2025-04-01,54.9,11.41,0.5
Bageshwar,Bageshwar_S5,2025-05-01,83.8,11.66,0.5
Bageshwar,Bageshwar_S5,2025-06-01,239.1,11.87,0.5
Bageshwar,Bageshwar_S5,2025-07-01,308.5,17.33,0.5
Bageshwar,Bageshwar_S5,2025-08-01,243.7,17.72,0.5
Bageshwar,Bageshwar_S5,2025-09-01,170.4,17.55,0.5
Bageshwar,Bageshwar_S5,2025-10-01,83.4,14.51,0.5
Bageshwar,Bageshwar_S5,2025-11-01,44.9,12.7,0.5
Bageshwar,Bageshwar_S5,2025-12-01,45.4,11.62,0.5
Bageshwar,Bageshwar_S6,2005-01-01,25.4,32.6,0.5
Bageshwar,Bageshwar_S6,2005-02-01,31.5,25.35,0.5
Bageshwar,Bageshwar_S6,2005-03-01,34.9,26.45,0.5
Bageshwar,Bageshwar_S6,2005-04-01,56.4,26.3,0.5
Bageshwar,Bageshwar_S6,2005-05-01,100.3,26.98,0.5
Bageshwar,Bageshwar_S6,2005-06-01,227.1,29.26,0.5
Bageshwar,Bageshwar_S6,2005-07-01,323.0,37.07,0.5
Bageshwar,Bageshwar_S6,2005-08-01,309.3,42.96,0.5
Bageshwar,Bageshwar_S6,2005-09-01,163.5,37.75,0.5
Bageshwar,Bageshwar_S6,2005-10-01,88.0,32.57,0.5
Bageshwar,Bageshwar_S6,2005-11-01,44.0,27.59,0.5
Bageshwar,Bageshwar_S6,2005-12-01,50.2,24.8,0.5
Bageshwar,Bageshwar_S6,2006-01-01,19.0,27.23,0.5
Bageshwar,Bageshwar_S6,2006-02-01,18.1,22.89,0.5
Bageshwar,Bageshwar_S6,2006-03-01,26.9,21.99,0.5
Bageshwar,Bageshwar_S6,2006-04-01,42.6,25.0,0.5
Bageshwar,Bageshwar_S6,2006-05-01,58.8,23.07,0.5
Bageshwar,Bageshwar_S6,2006-06-01,149.5,23.17,0.5
Bageshwar,Bageshwar_S6,2006-07-01,206.2,31.9,0.5
Bageshwar,Bageshwar_S6,2006-08-01,186.7,33.77,0.5
Bageshwar,Bageshwar_S6,2006-09-01,122.3,33.11,0.5
Bageshwar,Bageshwar_S6,2006-10-01,52.7,28.12,0.5
Bageshwar,Bageshwar_S6,2006-11-01,28.7,23.19,0.5
Bageshwar,Bageshwar_S6,2006-12-01,28.5,22.15,0.5
Bageshwar,Bageshwar_S6,2007-01-01,21.5,23.14,0.5
Bageshwar,Bageshwar_S6,2007-02-01,21.7,21.55,0.5
Bageshwar,Bageshwar_S6,2007-03-01,30.5,23.31,0.5
Bageshwar,Bageshwar_S6,2007-04-01,42.1,22.81,0.5
Bageshwar,Bageshwar_S6,2007-05-01,74.8,24.11,0.5
Bageshwar,Bageshwar_S6,2007-06-01,199.0,25.74,0.5
Bageshwar,Bageshwar_S6,2007-07-01,214.3,32.61,0.5
Bageshwar,Bageshwar_S6,2007-08-01,197.2,33.51,0.5
Bageshwar,Bageshwar_S6,2007-09-01,126.5,31.15,0.5
Bageshwar,Bageshwar_S6,2007-10-01,69.2,28.17,0.5
Bageshwar,Bageshwar_S6,2007-11-01,30.9,25.15,0.5
Bageshwar,Bageshwar_S6,2007-12-01,32.5,20.02,0.5
Bageshwar,Bageshwar_S6,2008-01-01,31.2,23.54,0.5
Bageshwar,Bageshwar_S6,2008-02-01,33.0,22.83,0.5
Bageshwar,Bageshwar_S6,2008-03-01,48.7,23.32,0.5
Bageshwar,Bageshwar_S6,2008-04-01,59.4,21.91,0.5
Bageshwar,Bageshwar_S6,2008-05-01,101.5,23.52,0.5
Bageshwar,Bageshwar_S6,2008-06-01,232.6,24.54,0.5
Bageshwar,Bageshwar_S6,2008-07-01,379.9,33.72,0.5
Bageshwar,Bageshwar_S6,2008-08-01,297.2,37.04,0.5
Bageshwar,Bageshwar_S6,2008-09-01,195.0,33.91,0.5
Bageshwar,Bageshwar_S6,2008-10-01,85.4,31.13,0.5
Bageshwar,Bageshwar_S6,2008-11-01,43.3,23.97,0.5
Bageshwar,Bageshwar_S6,2008-12-01,45.2,21.52,0.5
Bageshwar,Bageshwar_S6,2009-01-01,15.0,23.62,0.5
Bageshwar,Bageshwar_S6,2009-02-01,14.6,22.02,0.5
Bageshwar,Bageshwar_S6,2009-03-01,24.3,21.7,0.5
Bageshwar,Bageshwar_S6,2009-04-01,31.5,22.26,0.5
Bageshwar,Bageshwar_S6,2009-05-01,43.2,21.39,0.5
Bageshwar,Bageshwar_S6,2009-06-01,117.5,21.92,0.5
Bageshwar,Bageshwar_S6,2009-07-01,164.6,24.87,0.5
Bageshwar,Bageshwar_S6,2009-08-01,170.6,28.14,0.5
Bageshwar,Bageshwar_S6,2009-09-01,92.6,27.37,0.5
Bageshwar,Bageshwar_S6,2009-10-01,43.1,23.73,0.5
Bageshwar,Bageshwar_S6,2009-11-01,20.8,22.45,0.5
Bageshwar,Bageshwar_S6,2009-12-01,20.2,21.88,0.5
Bageshwar,Bageshwar_S6,2010-01-01,25.5,20.97,0.5
Bageshwar,Bageshwar_S6,2010-02-01,27.7,22.62,0.5
Bageshwar,Bageshwar_S6,2010-03-01,40.8,20.06,0.5
Bageshwar,Bageshwar_S6,2010-04-01,59.8,19.39,0.5
Bageshwar,Bageshwar_S6,2010-05-01,74.9,22.98,0.5
Bageshwar,Bageshwar_S6,2010-06-01,196.7,21.94,0.5
Bageshwar,Bageshwar_S6,2010-07-01,247.4,28.08,0.5
Bageshwar,Bageshwar_S6,2010-08-01,265.0,28.04,0.5
Bageshwar,Bageshwar_S6,2010-09-01,164.7,30.07,0.5
Bageshwar,Bageshwar_S6,2010-10-01,79.2,24.71,0.5
Bageshwar,Bageshwar_S6,2010-11-01,34.2,22.18,0.5
Bageshwar,Bageshwar_S6,2010-12-01,38.7,20.11,0.5
Bageshwar,Bageshwar_S6,2011-01-01,25.0,20.75,0.5
Bageshwar,Bageshwar_S6,2011-02-01,23.4,21.2,0.5
Bageshwar,Bageshwar_S6,2011-03-01,40.6,20.5,0.5
Bageshwar,Bageshwar_S6,2011-04-01,57.6,18.89,0.5
Bageshwar,Bageshwar_S6,2011-05-01,67.6,21.91,0.5
Bageshwar,Bageshwar_S6,2011-06-01,209.3,21.77,0.5
Bageshwar,Bageshwar_S6,2011-07-01,209.5,27.86,0.5
Bageshwar,Bageshwar_S6,2011-08-01,260.6,27.88,0.5
Bageshwar,Bageshwar_S6,2011-09-01,136.7,30.43,0.5
Bageshwar,Bageshwar_S6,2011-10-01,71.1,23.63,0.5
Bageshwar,Bageshwar_S6,2011-11-01,33.2,21.27,0.5
Bageshwar,Bageshwar_S6,2011-12-01,36.5,20.88,0.5
Bageshwar,Bageshwar_S6,2012-01-01,23.0,19.1,0.5
Bageshwar,Bageshwar_S6,2012-02-01,26.2,18.16,0.5
Bageshwar,Bageshwar_S6,2012-03-01,38.9,19.16,0.5
Bageshwar,Bageshwar_S6,2012-04-01,60.9,18.6,0.5
Bageshwar,Bageshwar_S6,2012-05-01,83.9,18.85,0.5
Bageshwar,Bageshwar_S6,2012-06-01,195.8,21.19,0.5
Bageshwar,Bageshwar_S6,2012-07-01,286.0,28.28,0.5
Bageshwar,Bageshwar_S6,2012-08-01,303.8,30.15,0.5
Bageshwar,Bageshwar_S6,2012-09-01,185.7,31.16,0.5
Bageshwar,Bageshwar_S6,2012-10-01,75.1,22.95,0.5
Bageshwar,Bageshwar_S6,2012-11-01,39.7,21.31,0.5
Bageshwar,Bageshwar_S6,2012-12-01,39.8,19.36,0.5
Bageshwar,Bageshwar_S6,2013-01-01,19.0,18.57,0.5
Bageshwar,Bageshwar_S6,2013-02-01,20.9,18.43,0.5
Bageshwar,Bageshwar_S6,2013-03-01,36.8,18.44,0.5
Bageshwar,Bageshwar_S6,2013-04-01,42.8,17.9,0.5
Bageshwar,Bageshwar_S6,2013-05-01,65.6,19.41,0.5
Bageshwar,Bageshwar_S6,2013-06-01,178.5,21.2,0.5
Bageshwar,Bageshwar_S6,2013-07-01,285.8,24.39,0.5
Bageshwar,Bageshwar_S6,2013-08-01,220.8,27.82,0.5
Bageshwar,Bageshwar_S6,2013-09-01,156.0,26.05,0.5
Bageshwar,Bageshwar_S6,2013-10-01,63.0,24.51,0.5
Bageshwar,Bageshwar_S6,2013-11-01,32.4,18.38,0.5
Bageshwar,Bageshwar_S6,2013-12-01,33.1,18.78,0.5
Bageshwar,Bageshwar_S6,2014-01-01,20.9,17.61,0.5
Bageshwar,Bageshwar_S6,2014-02-01,22.7,17.88,0.5
Bageshwar,Bageshwar_S6,2014-03-01,29.8,17.19,0.5
Bageshwar,Bageshwar_S6,2014-04-01,42.4,17.41,0.5
Bageshwar,Bageshwar_S6,2014-05-01,67.2,19.78,0.5
Bageshwar,Bageshwar_S6,2014-06-01,158.5,17.97,0.5
Bageshwar,Bageshwar_S6,2014-07-01,253.8,23.51,0.5
Bageshwar,Bageshwar_S6,2014-08-01,213.4,29.04,0.5
Bageshwar,Bageshwar_S6,2014-09-01,136.1,25.87,0.5
Bageshwar,Bageshwar_S6,2014-10-01,53.4,20.39,0.5
Bageshwar,Bageshwar_S6,2014-11-01,30.9,17.29,0.5
Bageshwar,Bageshwar_S6,2014-12-01,32.8,16.86,0.5
Bageshwar,Bageshwar_S6,2015-01-01,31.7,17.68,0.5
Bageshwar,Bageshwar_S6,2015-02-01,33.0,17.64,0.5
Bageshwar,Bageshwar_S6,2015-03-01,41.0,16.33,0.5
Bageshwar,Bageshwar_S6,2015-04-01,60.0,16.93,0.5
Bageshwar,Bageshwar_S6,2015-05-01,99.7,17.64,0.5
Bageshwar,Bageshwar_S6,2015-06-01,225.1,19.7,0.5
Bageshwar,Bageshwar_S6,2015-07-01,358.8,27.15,0.5
Bageshwar,Bageshwar_S6,2015-08-01,320.6,28.42,0.5
Bageshwar,Bageshwar_S6,2015-09-01,201.2,26.86,0.5
Bageshwar,Bageshwar_S6,2015-10-01,88.5,22.21,0.5
Bageshwar,Bageshwar_S6,2015-11-01,41.8,19.75,0.5
Bageshwar,Bageshwar_S6,2015-12-01,51.9,17.26,0.5
Bageshwar,Bageshwar_S6,2016-01-01,27.0,16.83,0.5
Bageshwar,Bageshwar_S6,2016-02-01,25.4,16.32,0.5
Bageshwar,Bageshwar_S6,2016-03-01,39.5,15.86,0.5
Bageshwar,Bageshwar_S6,2016-04-01,53.2,17.24,0.5
Bageshwar,Bageshwar_S6,2016-05-01,81.3,19.8,0.5
Bageshwar,Bageshwar_S6,2016-06-01,222.5,18.97,0.5
Bageshwar,Bageshwar_S6,2016-07-01,270.9,23.58,0.5
Bageshwar,Bageshwar_S6,2016-08-01,231.9,24.58,0.5
Bageshwar,Bageshwar_S6,2016-09-01,171.9,22.29,0.5
Bageshwar,Bageshwar_S6,2016-10-01,67.8,22.39,0.5
Bageshwar,Bageshwar_S6,2016-11-01,38.4,18.27,0.5
Bageshwar,Bageshwar_S6,2016-12-01,37.8,16.14,0.5
Bageshwar,Bageshwar_S6,2017-01-01,29.9,17.46,0.5
Bageshwar,Bageshwar_S6,2017-02-01,21.8,16.13,0.5
Bageshwar,Bageshwar_S6,2017-03-01,45.7,16.38,0.5
Bageshwar,Bageshwar_S6,2017-04-01,50.6,16.84,0.5
Bageshwar,Bageshwar_S6,2017-05-01,79.5,16.57,0.5
Bageshwar,Bageshwar_S6,2017-06-01,182.8,16.86,0.5
Bageshwar,Bageshwar_S6,2017-07-01,306.1,21.23,0.5
Bageshwar,Bageshwar_S6,2017-08-01,258.6,26.84,0.5
Bageshwar,Bageshwar_S6,2017-09-01,166.7,23.36,0.5
Bageshwar,Bageshwar_S6,2017-10-01,65.3,21.06,0.5
Bageshwar,Bageshwar_S6,2017-11-01,38.9,16.01,0.5
Bageshwar,Bageshwar_S6,2017-12-01,41.3,16.56,0.5
Bageshwar,Bageshwar_S6,2018-01-01,25.3,16.22,0.5
Bageshwar,Bageshwar_S6,2018-02-01,25.2,14.44,0.5
Bageshwar,Bageshwar_S6,2018-03-01,32.9,15.14,0.5
Bageshwar,Bageshwar_S6,2018-04-01,52.2,16.25,0.5
Bageshwar,Bageshwar_S6,2018-05-01,69.7,15.14,0.5
Bageshwar,Bageshwar_S6,2018-06-01,185.9,15.82,0.5
Bageshwar,Bageshwar_S6,2018-07-01,256.7,20.63,0.5
Bageshwar,Bageshwar_S6,2018-08-01,232.8,25.56,0.5
Bageshwar,Bageshwar_S6,2018-09-01,118.8,21.45,0.5
Bageshwar,Bageshwar_S6,2018-10-01,68.4,18.65,0.5
Bageshwar,Bageshwar_S6,2018-11-01,30.9,16.63,0.5
Bageshwar,Bageshwar_S6,2018-12-01,39.2,14.63,0.5
Bageshwar,Bageshwar_S6,2019-01-01,31.7,15.44,0.5
Bageshwar,Bageshwar_S6,2019-02-01,29.1,14.68,0.5
Bageshwar,Bageshwar_S6,2019-03-01,41.0,14.61,0.5
Bageshwar,Bageshwar_S6,2019-04-01,56.3,13.96,0.5
Bageshwar,Bageshwar_S6,2019-05-01,103.0,15.68,0.5
Bageshwar,Bageshwar_S6,2019-06-01,224.5,17.99,0.5
Bageshwar,Bageshwar_S6,2019-07-01,265.2,21.3,0.5
Bageshwar,Bageshwar_S6,2019-08-01,321.6,23.76,0.5
Bageshwar,Bageshwar_S6,2019-09-01,216.3,25.04,0.5
Bageshwar,Bageshwar_S6,2019-10-01,101.0,20.7,0.5
Bageshwar,Bageshwar_S6,2019-11-01,48.3,16.35,0.5
Bageshwar,Bageshwar_S6,2019-12-01,48.8,14.73,0.5
Bageshwar,Bageshwar_S6,2020-01-01,20.2,13.96,0.5
Bageshwar,Bageshwar_S6,2020-02-01,24.2,13.89,0.5
Bageshwar,Bageshwar_S6,2020-03-01,38.1,14.27,0.5
Bageshwar,Bageshwar_S6,2020-04-01,47.9,15.82,0.5
Bageshwar,Bageshwar_S6,2020-05-01,71.5,15.24,0.5
Bageshwar,Bageshwar_S6,2020-06-01,178.6,14.89,0.5
Bageshwar,Bageshwar_S6,2020-07-01,244.8,17.61,0.5
Bageshwar,Bageshwar_S6,2020-08-01,277.5,20.82,0.5
Bageshwar,Bageshwar_S6,2020-09-01,180.8,22.92,0.5
Bageshwar,Bageshwar_S6,2020-10-01,72.6,18.66,0.5
Bageshwar,Bageshwar_S6,2020-11-01,37.1,15.77,0.5
Bageshwar,Bageshwar_S6,2020-12-01,33.4,14.05,0.5
Bageshwar,Bageshwar_S6,2021-01-01,30.0,14.53,0.5
Bageshwar,Bageshwar_S6,2021-02-01,23.1,12.76,0.5
Bageshwar,Bageshwar_S6,2021-03-01,40.9,14.7,0.5
Bageshwar,Bageshwar_S6,2021-04-01,54.9,13.34,0.5
Bageshwar,Bageshwar_S6,2021-05-01,82.3,15.09,0.5
Bageshwar,Bageshwar_S6,2021-06-01,238.2,15.12,0.5
Bageshwar,Bageshwar_S6,2021-07-01,336.6,20.01,0.5
Bageshwar,Bageshwar_S6,2021-08-01,258.2,22.83,0.5
Bageshwar,Bageshwar_S6,2021-09-01,180.2,20.88,0.5
Bageshwar,Bageshwar_S6,2021-10-01,79.5,18.57,0.5
Bageshwar,Bageshwar_S6,2021-11-01,37.5,15.8,0.5
Bageshwar,Bageshwar_S6,2021-12-01,40.3,14.63,0.5
Bageshwar,Bageshwar_S6,2022-01-01,26.9,13.94,0.5
Bageshwar,Bageshwar_S6,2022-02-01,24.6,14.4,0.5
Bageshwar,Bageshwar_S6,2022-03-01,38.2,13.21,0.5
Bageshwar,Bageshwar_S6,2022-04-01,50.9,14.25,0.5
Bageshwar,Bageshwar_S6,2022-05-01,73.9,14.16,0.5
Bageshwar,Bageshwar_S6,2022-06-01,216.6,14.11,0.5
Bageshwar,Bageshwar_S6,2022-07-01,300.3,18.91,0.5
Bageshwar,Bageshwar_S6,2022-08-01,284.9,21.71,0.5
Bageshwar,Bageshwar_S6,2022-09-01,159.9,20.62,0.5
Bageshwar,Bageshwar_S6,2022-10-01,75.6,17.23,0.5
Bageshwar,Bageshwar_S6,2022-11-01,44.6,14.95,0.5
Bageshwar,Bageshwar_S6,2022-12-01,39.1,13.36,0.5
Bageshwar,Bageshwar_S6,2023-01-01,23.8,11.23,0.5
Bageshwar,Bageshwar_S6,2023-02-01,26.3,13.75,0.5
Bageshwar,Bageshwar_S6,2023-03-01,39.6,12.53,0.5
Bageshwar,Bageshwar_S6,2023-04-01,52.5,12.53,0.5
Bageshwar,Bageshwar_S6,2023-05-01,72.5,12.65,0.5
Bageshwar,Bageshwar_S6,2023-06-01,179.4,13.7,0.5
Bageshwar,Bageshwar_S6,2023-07-01,306.0,16.49,0.5
Bageshwar,Bageshwar_S6,2023-08-01,257.6,19.8,0.5
Bageshwar,Bageshwar_S6,2023-09-01,151.0,18.45,0.5
Bageshwar,Bageshwar_S6,2023-10-01,80.6,16.43,0.5
Bageshwar,Bageshwar_S6,2023-11-01,34.6,15.36,0.5
Bageshwar,Bageshwar_S6,2023-12-01,40.2,13.12,0.5
Bageshwar,Bageshwar_S6,2024-01-01,27.2,13.43,0.5
Bageshwar,Bageshwar_S6,2024-02-01,30.7,12.08,0.5
Bageshwar,Bageshwar_S6,2024-03-01,46.7,12.44,0.5
Bageshwar,Bageshwar_S6,2024-04-01,70.9,13.06,0.5
Bageshwar,Bageshwar_S6,2024-05-01,82.7,12.98,0.5
Bageshwar,Bageshwar_S6,2024-06-01,261.5,13.41,0.5
Bageshwar,Bageshwar_S6,2024-07-01,323.0,19.42,0.5
Bageshwar,Bageshwar_S6,2024-08-01,264.1,21.37,0.5
Bageshwar,Bageshwar_S6,2024-09-01,188.8,18.64,0.5
Bageshwar,Bageshwar_S6,2024-10-01,88.0,15.47,0.5
Bageshwar,Bageshwar_S6,2024-11-01,40.3,13.44,0.5
Bageshwar,Bageshwar_S6,2024-12-01,45.1,11.4,0.5
Bageshwar,Bageshwar_S6,2025-01-01,28.0,12.43,0.5
Bageshwar,Bageshwar_S6,2025-02-01,26.3,12.03,0.5
Bageshwar,Bageshwar_S6,2025-03-01,40.7,11.64,0.5
Bageshwar,Bageshwar_S6,2025-04-01,54.9,12.3,0.5
Bageshwar,Bageshwar_S6,2025-05-01,83.8,12.75,0.5
Bageshwar,Bageshwar_S6,2025-06-01,239.1,13.4,0.5
Bageshwar,Bageshwar_S6,2025-07-01,308.5,16.3,0.5
Bageshwar,Bageshwar_S6,2025-08-01,243.7,18.89,0.5
Bageshwar,Bageshwar_S6,2025-09-01,170.4,17.71,0.5
Bageshwar,Bageshwar_S6,2025-10-01,83.4,16.57,0.5
Bageshwar,Bageshwar_S6,2025-11-01,44.9,12.84,0.5
Bageshwar,Bageshwar_S6,2025-12-01,45.4,12.29,0.5
Rudraprayag,Rudraprayag_S1,2005-01-01,33.4,43.48,0.6
Rudraprayag,Rudraprayag_S1,2005-02-01,37.1,38.41,0.6
Rudraprayag,Rudraprayag_S1,2005-03-01,55.8,37.64,0.6
Rudraprayag,Rudraprayag_S1,2005-04-01,75.4,36.71,0.6
Rudraprayag,Rudraprayag_S1,2005-05-01,105.6,37.57,0.6
Rudraprayag,Rudraprayag_S1,2005-06-01,322.9,40.7,0.6
Rudraprayag,Rudraprayag_S1,2005-07-01,355.1,53.56,0.6
Rudraprayag,Rudraprayag_S1,2005-08-01,397.2,54.72,0.6
Rudraprayag,Rudraprayag_S1,2005-09-01,234.3,54.07,0.6
Rudraprayag,Rudraprayag_S1,2005-10-01,112.8,45.41,0.6
Rudraprayag,Rudraprayag_S1,2005-11-01,49.6,44.86,0.6
Rudraprayag,Rudraprayag_S1,2005-12-01,54.4,35.22,0.6
Rudraprayag,Rudraprayag_S1,2006-01-01,33.3,40.14,0.6
Rudraprayag,Rudraprayag_S1,2006-02-01,35.9,35.84,0.6
Rudraprayag,Rudraprayag_S1,2006-03-01,45.3,35.14,0.6
Rudraprayag,Rudraprayag_S1,2006-04-01,71.8,33.09,0.6
Rudraprayag,Rudraprayag_S1,2006-05-01,102.1,37.48,0.6
Rudraprayag,Rudraprayag_S1,2006-06-01,286.3,43.15,0.6
Rudraprayag,Rudraprayag_S1,2006-07-01,494.3,55.68,0.6
Rudraprayag,Rudraprayag_S1,2006-08-01,414.3,66.33,0.6
Rudraprayag,Rudraprayag_S1,2006-09-01,209.5,56.5,0.6
Rudraprayag,Rudraprayag_S1,2006-10-01,114.1,43.97,0.6
Rudraprayag,Rudraprayag_S1,2006-11-01,58.1,38.05,0.6
Rudraprayag,Rudraprayag_S1,2006-12-01,53.2,38.24,0.6
Rudraprayag,Rudraprayag_S1,2007-01-01,31.5,38.43,0.6
Rudraprayag,Rudraprayag_S1,2007-02-01,27.5,34.35,0.6
Rudraprayag,Rudraprayag_S1,2007-03-01,42.4,33.17,0.6
Rudraprayag,Rudraprayag_S1,2007-04-01,62.5,37.25,0.6
Rudraprayag,Rudraprayag_S1,2007-05-01,93.1,34.05,0.6
Rudraprayag,Rudraprayag_S1,2007-06-01,232.5,37.82,0.6
Rudraprayag,Rudraprayag_S1,2007-07-01,317.3,47.78,0.6
Rudraprayag,Rudraprayag_S1,2007-08-01,305.8,49.84,0.6
Rudraprayag,Rudraprayag_S1,2007-09-01,214.4,49.59,0.6
Rudraprayag,Rudraprayag_S1,2007-10-01,91.8,43.58,0.6
Rudraprayag,Rudraprayag_S1,2007-11-01,52.2,39.82,0.6
Rudraprayag,Rudraprayag_S1,2007-12-01,43.6,37.86,0.6
Rudraprayag,Rudraprayag_S1,2008-01-01,30.0,34.11,0.6
Rudraprayag,Rudraprayag_S1,2008-02-01,32.3,32.52,0.6
Rudraprayag,Rudraprayag_S1,2008-03-01,43.4,32.04,0.6
Rudraprayag,Rudraprayag_S1,2008-04-01,71.3,33.67,0.6
Rudraprayag,Rudraprayag_S1,2008-05-01,80.1,34.38,0.6
Rudraprayag,Rudraprayag_S1,2008-06-01,280.8,35.65,0.6
Rudraprayag,Rudraprayag_S1,2008-07-01,342.0,49.44,0.6
Rudraprayag,Rudraprayag_S1,2008-08-01,322.3,51.12,0.6
Rudraprayag,Rudraprayag_S1,2008-09-01,222.1,50.33,0.6
Rudraprayag,Rudraprayag_S1,2008-10-01,99.0,43.99,0.6
Rudraprayag,Rudraprayag_S1,2008-11-01,43.6,36.0,0.6
Rudraprayag,Rudraprayag_S1,2008-12-01,48.5,32.31,0.6
Rudraprayag,Rudraprayag_S1,2009-01-01,35.7,34.53,0.6
Rudraprayag,Rudraprayag_S1,2009-02-01,44.9,29.52,0.6
